"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"3 in 1 magnetic apple charger","-",61,61,-55,,,,117,1000,1,0,0,0,0,0,0,0,0,"-","-",50
"spigen wireless chargers","-",838,274,37,,,,210,327,1,0,0,0,0,0,0,0,0,"-","-",50
"wireless charger iphone station 3 in 1","-",139,278,"-",,,,299,2000,1,0,0,0,0,0,0,0,0,"-","-",50
"anker wireless power bank",27,2577,1897,18,1.37,1.1,1.97,494,736,1,0,0,0,0,0,0,0,0,"-","-",51
"magdafe",1,6,368,4,1,0.88,1.32,145,60000,1,0,0,0,0,1,0,0,0,"-","-",51
"anker phone charger",21,415,1661,"-",1.66,1.11,2.16,707,4000,1,1,0,0,0,0,0,0,0,"-",36,51
"3 way apple charger","-",63,313,-4,,,,270,5000,1,0,0,0,0,0,0,0,0,"-","-",51
"iphone charger and watch","-",16,164,-40,,,,334,10000,1,0,0,0,0,0,0,0,0,"-","-",51
"megsafe","-",4,251,52,,,,112,60000,1,0,0,0,0,1,0,0,0,"-","-",51
"power bank for iphone anker",2,526,410,13,0.99,0.93,1.05,237,780,1,0,0,0,0,0,0,0,0,"-","-",51
"anker prime deals","-",18,179,-25,,,,166,10000,1,1,0,0,0,0,0,0,0,"-",34,51
"apple 3 in 1 wireless charging station","-",37,73,-22,1.9,1.65,2.86,203,2000,1,0,0,0,0,0,0,0,0,"-","-",51
"anker nano charger",95,5584,2513,-21,1.52,1.11,1.93,485,450,1,1,0,0,0,0,0,0,0,"-",43,51
"belkin boost charge pro 3 in 1","-",413,132,-21,1.33,1.26,1.37,98,320,1,0,0,0,0,0,0,0,0,"-","-",51
"magnetic 3 in 1 wireless charging station",5,324,324,44,1.36,0.96,1.55,275,1000,1,0,0,0,0,0,0,0,0,"-","-",51
"magsafe apple watch charger","-",25,250,-5,,,,277,10000,1,0,1,0,0,0,0,0,0,110,"-",51
"wireless charging station magsafe","-",115,229,1,,,,261,2000,1,0,0,0,0,0,0,0,0,"-","-",51
"standby iphone","-",394,139,7,,,,173,353,1,0,0,0,0,0,0,0,0,"-","-",51
"15w magsafe","-",108,216,-1,,,,356,2000,1,0,0,0,0,0,0,0,0,"-","-",51
"twelve south hirise 3 deluxe 3-in-1 wireless charging stand","-",908,187,-34,1.47,1.04,1.99,171,206,1,0,0,0,0,0,0,0,0,"-","-",51
"charger 3 in 1 apple","-",122,243,22,,,,304,2000,1,0,0,0,0,0,0,0,0,"-","-",51
"magnetic phone charger anker","-",251,251,4,,,,249,1000,1,1,0,0,0,1,0,0,0,"-",17,51
"iphone travel 3-1 wireless charger folding stand","-",51,51,-3,,,,93,1000,1,0,0,0,0,0,0,0,0,"-","-",51
"mophie snap plus qi2 wireless charging stand","-",1479,210,-24,1.43,0.86,1.55,120,142,1,0,0,0,0,0,0,0,0,"-","-",51
"apple approved magsafe charger",1,551,379,-14,1.12,0.78,1.38,293,688,1,0,0,0,0,0,0,0,0,"-","-",51
"anker magnetic charger 633","-",1285,239,19,,,,79,186,1,0,0,0,0,0,0,0,0,"-","-",51
"anker cable with pouch","-",1137,249,38,,,,157,219,1,0,0,0,0,0,0,0,0,"-","-",52
"anker portable charger",144,8120,24361,11,1.1,0.8,1.41,604,3000,1,1,1,0,0,0,0,0,0,275,46,52
"wireless charger multiple phones","-",12,117,-42,,,,327,10000,1,0,0,0,0,0,0,0,0,"-","-",52
"wireless charger power bank qi","-",501,275,46,,,,174,549,1,0,0,0,0,0,0,0,0,"-","-",52
"travel genius","-",300,300,-6,,,,234,1000,1,0,0,0,0,0,0,0,0,"-","-",52
"anker slim charger",1,639,408,-10,1.18,0.93,1.41,211,638,1,0,0,0,0,0,0,0,0,"-","-",52
"large charging pad",1,9,274,4,1.43,1.32,2.05,333,30000,1,0,0,0,0,0,0,0,0,"-","-",52
"all in one charging station",10,41,408,13,1.43,0.96,1.94,338,10000,1,0,0,0,0,0,0,0,0,"-","-",52
"spigen wireless charger iphone","-",671,267,3,,,,304,398,1,0,0,0,0,0,0,0,0,"-","-",52
"wireless charge station","-",10,99,-47,,,,234,10000,1,0,0,0,0,0,0,0,0,"-","-",52
"wireless charging stations","-",18,355,155,1.42,1.11,2.66,297,20000,1,0,0,0,0,1,0,0,0,"-","-",52
"apple watch chrger","-",13,125,-51,,,,257,10000,1,0,0,0,0,0,0,0,0,"-","-",52
"airpods and apple watch charger","-",51,153,-29,,,,289,3000,1,0,0,0,0,0,0,0,0,"-","-",52
"anker power cube",12,1187,463,1,1.04,0.97,1.69,149,390,1,0,0,0,0,0,0,0,0,"-","-",52
"portable charger anket","-",66,198,28,,,,127,3000,1,0,0,0,0,0,0,0,0,"-","-",52
"magsafe charger belkin",3,823,395,-4,1.33,0.91,1.43,244,480,1,0,0,0,0,0,0,0,0,"-","-",52
"charging pad apple devices",142,309,3089,-8,1.24,0.8,2.11,641,10000,1,0,1,0,0,0,0,0,0,219,"-",52
"anker 643","-",3788,250,-16,1.04,0.52,1.21,40,66,1,0,0,0,0,0,0,0,0,"-","-",52
"ucomx nano 3 in 1 wireless charger for iphone,magnetic foldable 3 in 1 charging station,travel charg","-",38,38,-23,1.3,1.01,1.98,120,994,1,0,0,0,0,0,0,0,0,"-","-",52
"usb magsafe charger","-",109,218,-22,1.65,1.15,1.7,228,2000,1,0,0,0,0,0,0,0,0,"-","-",52
"otterbox 3 in 1 charge stand made for magsafe","-",695,291,-12,1.38,1.07,1.83,166,419,1,0,0,0,0,0,0,0,0,"-","-",52
"30w magsafe charger",8,834,491,4,1.39,0.81,1.87,276,589,1,0,0,0,0,0,0,0,0,"-","-",52
"wireless charger for 2 phones","-",7,284,1,,,,350,40000,1,0,0,0,0,0,0,0,0,"-","-",52
"magsafe 3 portable charger iphone 15","-",232,232,-1,1.33,1.28,1.38,211,1000,1,0,0,0,0,0,0,0,0,"-","-",52
"3 in 1 wireless charging station for magsafe charger stand, kixuny wireless charger 3 in 1, foldable","-","-",0,"-",2.18,1.34,2.52,95,587,1,0,0,0,0,0,0,0,0,"-","-",52
"all in one phone charger 3 in 1 apple","-",132,132,-4,,,,179,1000,1,0,0,0,0,0,0,0,0,"-","-",52
"3 in 1 wireless charging station fits for magsafe","-",74,56,-29,,,,122,757,1,0,0,0,0,0,0,0,0,"-","-",52
"apples charging station","-",25,252,54,1.32,1.16,1.48,18,10000,1,0,0,0,0,0,0,0,0,"-","-",52
"anker 165","-",2574,260,-5,,,,67,101,1,0,0,0,0,0,0,0,0,"-","-",52
"anker nano travel adapter",40,2043,474,"-",1.23,1.17,1.29,100,232,1,0,0,0,0,0,0,0,0,"-","-",52
"magsafe 1",5,37,368,15,,,,232,10000,1,1,0,0,0,0,0,0,0,"-",42,53
"wireless iphone charger pad","-",52,314,17,1.11,0.85,1.38,344,6000,1,0,0,0,0,0,0,0,0,"-","-",53
"charging stations for multiple devices",22,80,798,-6,1.41,1.01,1.8,321,10000,1,0,0,0,0,0,0,0,0,"-","-",53
"belkin apple charger",7,760,364,"-",,,,282,479,1,0,0,0,0,0,0,0,0,"-","-",53
"anker multi port charger","-",289,201,-19,1.27,0.98,1.5,159,696,1,0,0,0,0,0,0,0,0,"-","-",53
"watch charger iphone","-",7,352,16,,,,351,50000,1,0,0,0,0,0,0,0,0,"-","-",53
"mophie charging station","-",639,260,-6,1.49,1.04,1.87,273,407,1,0,0,0,0,0,0,0,0,"-","-",53
"stand up charger","-",967,293,2,,,,280,303,1,0,0,0,0,0,0,0,0,"-","-",53
"all in one apple charger","-",34,339,10,,,,277,10000,1,0,0,0,0,0,0,0,0,"-","-",53
"charging statin","-",5,235,8,,,,266,50000,1,0,0,0,0,0,0,0,0,"-","-",53
"wireless charger for iphone and apple watch",7,38,379,7,1.75,1.26,1.88,381,10000,1,0,0,0,0,0,0,0,0,"-","-",53
"belkin wireless qi charging pad","-",1080,353,15,,,,188,327,1,0,0,0,0,0,0,0,0,"-","-",53
"apple watch airpods and phone charging station","-",118,236,10,1.25,0.86,1.72,270,2000,1,0,0,0,0,0,0,0,0,"-","-",53
"nomad wireless iphone charger","-",333,180,13,,,,155,541,1,0,0,0,0,0,0,0,0,"-","-",53
"3in1 charging station for apple",15,502,502,-24,1.63,1.06,2.16,326,1000,1,0,0,0,0,0,0,0,0,"-","-",53
"3-in-1 magnetic cable charger","-",17,68,13,,,,153,4000,1,0,0,0,0,0,0,0,0,"-","-",53
"magsafe charging station",76,1254,2507,7,1.21,0.88,1.82,480,2000,1,0,1,0,0,0,0,0,0,2,"-",53
"anker 535",3,3693,469,"-",1.66,0.94,2.38,85,127,1,0,0,0,0,0,0,0,0,"-","-",53
"iphone magsafe charger portable",14,245,736,23,1.55,1.07,1.86,266,3000,1,0,1,0,0,0,0,0,0,257,"-",53
"apple watch charger 3 in 1",10,408,408,4,1.36,0.95,1.54,336,1000,1,0,0,0,0,0,0,0,0,"-","-",53
"3in 1 charging station","-",157,314,-5,,,,344,2000,1,0,0,0,0,0,0,0,0,"-","-",53
"iphone 14 charging pad","-",60,300,1,1.76,1.75,2.43,268,5000,1,0,0,0,0,0,0,0,0,"-","-",53
"anker 767","-",3467,423,-3,1.65,1.23,2.27,74,122,1,0,0,0,0,0,0,0,0,"-","-",53
"journey 3 in 1 wireless charging station apple","-","-",0,"-",1.14,0.77,1.66,64,603,1,0,0,0,0,0,0,0,0,"-","-",53
"magsafe 3 portable charger iphone 14","-",76,76,18,,,,77,1000,1,0,0,0,0,0,0,0,0,"-","-",53
"无线充","-",4044,461,33,1.4,0.96,2.05,151,114,1,0,0,0,0,1,0,0,0,"-","-",53
"magsafe 3 docking station","-",498,269,26,,,,124,540,1,0,0,0,0,0,0,0,0,"-","-",53
"3 chargers in one for apple",10,49,485,5,1.7,1.14,1.91,274,10000,1,0,0,0,0,0,0,0,0,"-","-",53
"belkin magsafe portable charger","-",157,142,8,,,,147,905,1,0,0,0,0,0,0,0,0,"-","-",53
"iphone 15 and apple watch charging station","-",23,45,-37,,,,88,2000,1,0,0,0,0,0,0,0,0,"-","-",53
"fusion pro wireless controller","-",2948,171,-1,,,,30,58,1,0,0,0,0,0,0,0,0,"-","-",53
"anker cell charger portable","-",79,237,76,1.14,1.09,1.34,143,3000,1,0,0,0,0,0,0,0,0,"-","-",53
"anker 535 power station","-",1609,272,10,,,,161,169,1,0,0,0,0,0,0,0,0,"-","-",53
"anker magsafe phone case","-",332,211,-9,,,,267,635,1,0,0,0,0,0,0,0,0,"-","-",53
"anker nano",172,15762,6636,-5,1.8,1.05,2.08,368,421,1,0,0,0,0,0,0,0,0,"-","-",54
"apple mag charger",21,55,553,-5,1.53,1.06,1.83,321,10000,1,0,0,0,0,0,0,0,0,"-","-",54
"anker iphone charger cord",8,161,321,18,0.97,0.87,1.25,236,2000,1,0,0,0,0,0,0,0,0,"-","-",54
"anker pd charger",10,736,736,3,2.29,1.32,2.55,284,1000,1,0,0,0,0,0,0,0,0,"-","-",54
"anker charger bundle","-",1269,170,-30,0.91,0.81,1.28,141,134,1,0,0,0,0,0,0,0,0,"-","-",54
"anker bank charger","-",31,31,-61,,,,107,1000,1,1,0,0,0,0,0,0,0,"-",51,54
"circle iphone charger","-",1852,326,15,,,,220,176,1,0,0,0,0,0,0,0,0,"-","-",54
"belkin wireless","-",93,279,20,,,,186,3000,1,0,0,0,0,0,0,0,0,"-","-",54
"anker charging hub",6,465,465,5,1.46,1.23,1.64,250,1000,1,1,0,0,0,0,0,0,0,"-",59,54
"anker powerstrip",5,873,275,-2,1.32,0.75,1.72,232,315,1,0,0,0,0,0,0,0,0,"-","-",54
"iphone and apple watch wireless charger","-","-",0,"-",,,,213,10000,1,0,0,0,0,0,0,0,0,"-","-",54
"wireless 3 in 1 charging station apple",10,469,469,-1,1.6,1.04,1.98,315,1000,1,0,0,0,0,0,0,0,0,"-","-",54
"3 in 1 apple wireless charging station","-",9,18,-44,,,,157,2000,1,0,0,0,0,0,0,0,0,"-","-",54
"anker nano ii",8,2477,436,-2,1.36,1.24,1.49,100,176,1,0,0,0,0,0,0,0,0,"-","-",54
"3 in 1 charging station apple magsafe",10,480,469,-3,1.18,0.98,1.5,292,978,1,0,0,0,0,0,0,0,0,"-","-",54
"tech charging station 3 in 1","-",406,288,"-",,,,215,710,1,0,0,0,0,0,0,0,0,"-","-",54
"apple 3-1 charging station","-",20,118,-33,,,,166,6000,1,0,0,0,0,1,0,0,0,"-","-",54
"iphone ipod apple watch charging station","-",257,188,-23,,,,248,732,1,0,0,0,0,0,0,0,0,"-","-",54
"anker prime power","-",34,201,11,,,,128,6000,1,0,0,0,0,0,0,0,0,"-","-",54
"anker 321 maggo battery",10,3769,392,-20,1.43,0.99,1.87,78,104,1,0,0,0,0,0,0,0,0,"-","-",54
"anker power bank qd",58,42920,7554,12,1.54,1.21,1.87,309,176,1,0,0,0,0,0,0,0,0,"-","-",54
"qi2 charger",28,4230,2356,-21,1.12,0.74,1.51,601,557,1,0,1,0,0,0,0,0,0,78,"-",54
"magsafe phone and watch charging station","-",106,211,10,,,,275,2000,1,1,0,0,0,0,0,0,0,"-",34,54
"anker 622 magnetic charger","-",548,289,8,,,,142,527,1,0,0,0,0,0,0,0,0,"-","-",54
"anker power bank with charger","-",115,229,45,,,,174,2000,1,0,0,0,0,0,0,0,0,"-","-",54
"belkin boost charge pro magnetic power bank 5k","-",522,152,-34,1.32,0.97,1.74,175,291,1,0,0,0,0,0,0,0,0,"-","-",54
"anker dock station","-",244,244,-13,,,,273,1000,1,1,0,0,0,0,0,0,0,"-",48,54
"apple station charging",5,55,491,-20,1.54,0.92,2.16,357,9000,1,0,0,0,0,0,0,0,0,"-","-",54
"magsafe charger 25w",15,1903,664,11,1.24,0.82,1.59,253,349,1,0,1,0,0,0,0,0,0,196,"-",54
"anker ultra slim magsafe power bank","-",204,79,-24,,,,83,388,1,0,0,0,0,0,0,0,0,"-","-",54
"estacion de energia portatil anker","-",244,165,61,1.78,1.28,2.35,65,677,1,1,0,0,0,0,0,0,0,"-",16,54
"anker estacion de energia","-",263,204,-16,1.42,1.13,2.21,218,775,1,1,0,0,0,0,0,0,0,"-",48,54
"consasy 3 in 1 magnetic foldable wireless charger","-",732,279,-15,,,,91,381,1,0,0,0,0,0,0,0,0,"-","-",54
"charging station apple",38,156,1408,-6,1.31,1.02,2.05,709,9000,1,0,0,0,0,0,0,0,0,"-","-",55
"wireless charging station iphone",67,516,3096,-1,1.3,0.97,2.01,548,6000,1,0,0,0,0,0,0,0,0,"-","-",55
"anker accessories","-",47,284,29,1.22,0.66,2.09,216,6000,1,1,0,0,0,0,0,0,0,"-",48,55
"large qi charging pad","-","-",0,"-",,,,156,9000,1,0,0,0,0,0,0,0,0,"-","-",55
"charger for iphone watch","-",27,274,-13,,,,293,10000,1,0,0,0,0,0,0,0,0,"-","-",55
"ankr",5,3870,445,10,1.27,0.97,1.58,253,115,1,1,0,0,0,0,0,0,0,"-",23,55
"anker desk",4,435,379,8,0.98,0.64,1.42,230,871,1,0,0,0,0,0,0,0,0,"-","-",55
"anker phone charger portable",3,220,439,13,1.39,1,1.49,261,2000,1,0,0,0,0,0,0,0,0,"-","-",55
"phone charging pad iphone","-",27,268,-32,,,,330,10000,1,0,0,0,0,0,0,0,0,"-","-",55
"wireless charger for apple products","-",1,26,-18,,,,168,20000,1,0,0,0,0,0,0,0,0,"-","-",55
"apple wireless charge","-",3,268,41,,,,256,100000,1,0,0,0,0,0,0,0,0,"-","-",55
"charging station phone watch airpods","-",44,133,45,,,,67,3000,1,0,0,0,0,0,0,0,0,"-","-",55
"ugi magnetic charger 3 in 1 iphone","-",2783,231,100,,,,49,83,1,0,0,0,0,0,0,0,0,"-","-",55
"anker gan prime",15,1581,871,-5,1.14,0.94,1.45,274,551,1,0,0,0,0,0,0,0,0,"-","-",55
"3 in 1 wireless charging station apple foldable","-","-",0,"-",,,,124,1000,1,0,0,0,0,0,0,0,0,"-","-",55
"apple wireless magsafe charger","-",2,140,-16,1.17,1.15,1.57,124,70000,1,0,0,0,0,0,0,0,0,"-","-",55
"anker iphone 15 charger",21,277,553,-14,1.81,1.34,2.32,226,2000,1,1,0,0,0,0,0,0,0,"-",28,55
"apple usb c to magsafe 3 cable","-",272,147,-37,,,,233,541,1,0,0,0,0,0,0,0,0,"-","-",55
"anker car charger magsafe","-",558,188,-13,,,,123,337,1,0,0,0,0,0,0,0,0,"-","-",55
"3 in one iphone charging station","-",176,351,14,,,,272,2000,1,0,0,0,0,1,0,0,0,"-","-",55
"three charger station iphone","-",31,92,-45,,,,235,3000,1,0,0,0,0,0,0,0,0,"-","-",55
"foldable magnetic charging station","-",109,217,12,1.28,1.17,1.73,273,2000,1,1,0,0,0,0,0,0,0,"-",55,55
"wireless charging station",488,1733,17332,-9,1.22,0.77,1.91,621,10000,1,0,1,0,0,1,0,0,0,5,"-",56
"charging station qi","-",64,254,10,,,,286,4000,1,0,0,0,0,0,0,0,0,"-","-",56
"apple charging station 3 in 1","-",79,79,-4,,,,176,1000,1,0,0,0,0,0,0,0,0,"-","-",56
"charging station for iphone and watch",9,147,441,-6,1.41,0.95,1.87,316,3000,1,0,0,0,0,0,0,0,0,"-","-",56
"iphone watch chargers","-",11,106,-1,,,,66,10000,1,0,0,0,0,0,0,0,0,"-","-",56
"mophie power station","-",1218,179,-34,1.4,1.08,1.77,101,147,1,0,0,0,0,0,0,0,0,"-","-",56
"apple watch charger with iphone","-",6,284,22,,,,158,50000,1,0,0,0,0,0,0,0,0,"-","-",56
"i phone 1","-",3,292,45,,,,212,100000,1,0,0,0,0,0,0,0,0,"-","-",56
"iphone watch wireless charger","-","-",0,"-",,,,173,50000,1,0,0,0,0,0,0,0,0,"-","-",56
"large wireless charging pad",1,20,395,-2,0.9,0.8,1.07,325,20000,1,0,0,0,0,0,0,0,0,"-","-",56
"wireless charge",6,4,372,7,1.25,0.87,1.8,364,100000,1,0,0,0,0,1,0,0,0,"-","-",56
"phone charge pad",3,19,375,16,,,,303,20000,1,0,0,0,0,0,0,0,0,"-","-",56
"belkin wireless charger stand","-",411,234,6,1,0.9,1.17,176,569,1,0,0,0,0,0,0,0,0,"-","-",56
"portable watch and phone charger","-",49,346,12,1.43,1.19,1.76,293,7000,1,0,0,0,0,0,0,0,0,"-","-",56
"anker iphone max","-",123,246,54,,,,64,2000,1,0,0,0,0,0,0,0,0,"-","-",56
"wireless charging 3 in 1","-",34,339,55,,,,280,10000,1,0,0,0,0,0,0,0,0,"-","-",56
"magsafe accessories",93,444,17763,4,0.67,0.49,1,871,40000,1,1,0,0,0,0,0,0,0,"-",35,56
"iphone charger 3 in 1",23,276,551,3,1.43,1.04,1.94,296,2000,1,0,0,0,0,0,0,0,0,"-","-",56
"anker charger iphone 13",8,419,419,-4,1.17,0.96,1.48,241,1000,1,1,0,0,0,0,0,0,0,"-",21,56
"magsafe 3 portable charger",28,625,1249,74,1.23,0.91,1.55,314,2000,1,0,0,0,0,0,0,0,0,"-","-",56
"3 in 1 magnetic wireless charging station w/adapter","-",293,293,4,1.06,0.88,1.45,189,1000,1,0,0,0,0,0,0,0,0,"-","-",56
"anker 621 power bank","-",862,137,-22,1.06,0.69,1.42,116,159,1,0,0,0,0,0,0,0,0,"-","-",56
"charging station for apple multiple devices - 3 in 1 foldable magnetic wireless charger dock - trave","-",386,245,-16,,,,209,634,1,0,0,0,0,0,0,0,0,"-","-",56
"iphone 15 charging pad",9,60,361,-5,1.29,0.89,1.62,326,6000,1,0,0,0,0,0,0,0,0,"-","-",56
"iphone 15 pro anker charger","-",234,234,-11,,,,245,1000,1,0,0,0,0,0,0,0,0,"-","-",56
"iphone 15 promax charger anker","-",2200,319,29,,,,110,145,1,0,0,0,0,0,0,0,0,"-","-",56
"anker 240","-",316,181,-12,,,,67,572,1,0,0,0,0,0,0,0,0,"-","-",56
"3 in 1 charger iphone","-",131,261,21,,,,258,2000,1,0,0,0,0,0,0,0,0,"-","-",56
"25w magsafe charger",11,2630,939,15,1.26,0.85,1.82,310,357,1,0,0,0,0,0,0,0,0,"-","-",56
"charger iphone and watch","-",20,202,-17,,,,349,10000,1,1,0,0,0,0,0,0,0,"-",37,57
"charging pad for iphone",34,74,736,-2,1.44,1.01,1.96,361,10000,1,0,0,0,0,0,0,0,0,"-","-",57
"charge pad iphone","-","-",0,"-",,,,214,10000,1,0,0,0,0,0,0,0,0,"-","-",57
"anker samsung","-",349,349,3,,,,358,1000,1,0,0,0,0,0,0,0,0,"-","-",57
"anger nano","-",483,200,19,,,,72,414,1,0,0,0,0,0,0,0,0,"-","-",57
"travel phone charger iphone",11,41,410,13,1.34,1.1,1.63,381,10000,1,1,0,0,0,0,0,0,0,"-",26,57
"3in1","-","-",0,"-",1.7,1.38,1.97,155,30000,1,0,0,0,0,0,0,0,0,"-","-",57
"belkin charging pad",5,1369,408,5,1.09,0.71,1.65,241,298,1,0,0,0,0,0,0,0,0,"-","-",57
"wirless charging pad","-",6,129,-5,,,,216,20000,1,0,0,0,0,0,0,0,0,"-","-",57
"anker international","-",322,97,10,,,,51,301,1,0,0,0,0,0,0,0,0,"-","-",57
"charging pad for multiple devices",25,172,1202,-15,1.15,0.82,1.86,687,7000,1,0,0,0,0,0,0,0,0,"-","-",57
"apple watch and airpods charger","-",23,69,-58,,,,184,3000,1,0,0,0,0,0,0,0,0,"-","-",57
"iphone wireless charger wall","-",35,278,46,,,,258,8000,1,0,0,0,0,0,0,0,0,"-","-",57
"magsafe docking station",3,772,450,6,1.13,0.87,1.6,301,583,1,0,0,0,0,0,0,0,0,"-","-",57
"3 in 1 wireless charger apple","-",18,55,30,,,,178,3000,1,0,0,0,0,0,0,0,0,"-","-",57
"foldable 3 in 1 wireless charging station apple","-","-",0,-79,,,,138,1000,1,0,0,0,0,0,0,0,0,"-","-",57
"magsafe charger 2 in 1",5,743,434,-6,1.36,0.97,1.7,237,584,1,0,0,0,0,0,0,0,0,"-","-",57
"anker gan power bank","-",582,209,-20,1.24,0.92,1.43,255,359,1,0,0,0,0,0,0,0,0,"-","-",57
"50w wireless charger",1,1802,427,-10,1.27,0.96,1.59,237,237,1,0,0,0,0,0,0,0,0,"-","-",57
"apple combo charging station","-",143,141,-33,,,,196,986,1,0,0,0,0,0,0,0,0,"-","-",57
"iphone watch and airpod charger",15,159,478,1,1.67,1.13,1.97,230,3000,1,0,0,0,0,0,0,0,0,"-","-",57
"anker+power+bank","-",196,196,25,,,,109,1000,1,0,0,0,0,0,0,0,0,"-","-",57
"ucomx nano 3 in 1 wireless charger for iphone,magnetic","-",134,65,-17,1.09,1.02,1.51,28,485,1,0,0,0,0,0,0,0,0,"-","-",57
"anker power bank for iphone 15","-",126,95,24,,,,68,754,1,0,0,0,0,0,0,0,0,"-","-",57
"compact charger for apple products","-",23,180,-12,1.22,0.99,1.64,247,8000,1,1,0,0,0,0,0,0,0,"-",23,57
"iphone 16 pro anker","-",556,263,-20,,,,250,473,1,1,0,0,0,0,0,0,0,"-",22,57
"rapid wireless charger iphone","-",113,226,-7,,,,262,2000,1,0,0,0,0,0,0,0,0,"-","-",57
"3 in 1 iphone magnetic charger","-",82,82,-37,,,,211,1000,1,0,0,0,0,0,0,0,0,"-","-",57
"magsafe charger usb",8,205,410,-21,0.92,0.71,1.2,281,2000,1,0,0,0,0,0,0,0,0,"-","-",58
"power bank dock","-",289,140,-19,,,,70,484,1,0,0,0,0,0,0,0,0,"-","-",58
"iphone charger circle","-",1763,342,-3,,,,259,194,1,0,0,0,0,0,0,0,0,"-","-",58
"wireless charging station for iphone","-",40,239,-15,1.8,1.56,2.36,319,6000,1,0,0,0,0,0,0,0,0,"-","-",58
"apple watch powerbank","-",90,86,-31,,,,76,957,1,0,0,0,0,0,0,0,0,"-","-",58
"anker iphone case",2,664,664,20,1.21,0.74,1.34,199,1000,1,0,0,0,0,0,0,0,0,"-","-",58
"so charging pad","-",12,230,14,,,,171,20000,1,1,0,0,0,0,0,0,0,"-",21,58
"magsafe 3",16,68,675,-7,1.83,1.45,2.13,266,10000,1,0,1,0,0,0,0,0,0,159,"-",58
"iphone watch airpod charger","-",102,306,2,,,,311,3000,1,0,0,0,0,0,0,0,0,"-","-",58
"apple charger station for multiple devices",9,99,397,2,1.19,0.91,1.72,292,4000,1,0,0,0,0,1,0,0,0,"-","-",58
"best apple charging station",1,31,279,-14,1.28,0.96,1.56,284,9000,1,0,0,0,0,0,0,0,0,"-","-",58
"3in 1 wireless charging station apple","-",99,197,8,,,,203,2000,1,0,0,0,0,0,0,0,0,"-","-",58
"folding 3 in 1 charging station apple","-",169,162,-2,,,,304,956,1,0,0,0,0,0,0,0,0,"-","-",58
"magsafe 2 in 1 charger","-",418,241,-30,1.18,0.75,1.41,244,577,1,0,0,0,0,0,0,0,0,"-","-",58
"magsafe charger with stand",2,42,421,-3,1.66,1.4,2.36,299,10000,1,0,0,0,0,0,0,0,0,"-","-",58
"nomad stand one magsafe charger","-",180,76,-26,1.28,0.93,1.47,93,423,1,0,0,0,0,0,0,0,0,"-","-",58
"wireless power bank magsafe","-",213,213,54,,,,156,1000,1,0,0,0,0,0,0,0,0,"-","-",58
"apple mag-safe 3 in 1 charger stand","-",264,220,-28,,,,310,833,1,0,0,0,0,0,0,0,0,"-","-",58
"all in one apple charger station","-",49,148,-18,,,,288,3000,1,0,0,0,0,0,0,0,0,"-","-",58
"3 in 1 charging station apple usb c","-",229,183,3,,,,149,798,1,0,0,0,0,0,0,0,0,"-","-",58
"anker a2343 100w prime","-",2341,192,15,,,,47,82,1,0,0,0,0,0,0,0,0,"-","-",58
"cargador magsafe 3 en 1 apple","-",53,160,"-",,,,69,3000,1,0,0,0,0,0,0,0,0,"-","-",58
"charging station for portable chargers","-",10,96,7,1.29,1.27,1.66,78,10000,1,0,0,0,0,0,0,0,0,"-","-",58
"magnetic phone and watch charger","-",37,296,-5,,,,313,8000,1,0,0,0,0,0,0,0,0,"-","-",58
"power bank apple watch",4,428,428,"-",1.09,0.91,1.32,276,1000,1,0,0,0,0,0,0,0,0,"-","-",59
"wireless charger dock","-",37,329,15,,,,321,9000,1,0,0,0,0,1,0,0,0,"-","-",59
"magsafe hub","-",1127,338,41,,,,269,300,1,0,0,0,0,0,0,0,0,"-","-",59
"portable chargers with charging station","-",2,60,-27,,,,0,30000,1,0,0,0,0,0,0,0,0,"-","-",59
"anker charger powerbank","-",136,129,-23,,,,56,949,1,0,0,0,0,0,0,0,0,"-","-",59
"anker box",12,698,452,-2,1.47,1.14,2.06,147,648,1,1,0,0,0,0,0,0,0,"-",16,59
"apple pad charger","-",8,56,-55,,,,256,7000,1,0,0,0,0,0,0,0,0,"-","-",59
"apple watch airpods charger","-",59,178,1,1.27,0.87,1.74,330,3000,1,0,0,0,0,0,0,0,0,"-","-",59
"anger portable charger","-",33,66,-57,,,,182,2000,1,0,0,0,0,0,0,0,0,"-","-",59
"apple watch phone airpods charging station","-",10,30,37,1.5,0.99,2.22,202,3000,1,0,0,0,0,0,0,0,0,"-","-",59
"phone and airpod charger",11,57,454,-2,1.47,1.06,1.92,296,8000,1,0,0,0,0,0,0,0,0,"-","-",59
"wireless charger watch and iphone","-","-",0,"-",,,,161,50000,1,0,0,0,0,0,0,0,0,"-","-",59
"ankerportable charger","-",56,167,98,,,,107,3000,1,0,0,0,0,0,0,0,0,"-","-",59
"multicargador apple","-",1008,368,-1,,,,273,365,1,0,0,0,0,0,0,0,0,"-","-",59
